Name,City,State,EIN,Tax Year,Tax Period End,Form Type Filed,Contributions,Investment Income,Program Service Revenue,Total Revenue,Total Expenses,Total Assets,Total Liabilities,Net Assets
Numfocus Inc,Austin,TX,454547709,2021,202112,0,4226264,2427,1221224,5449943,3860489,8197419,211398,7986021
Numfocus Inc,Austin,TX,454547709,2020,202012,0,5122023,7159,557427,5687052,3575791,6548435,113585,6434850
Numfocus Inc,Austin,TX,454547709,2019,201912,0,4186365,6698,867070,5070529,2926646,4396136,80700,4315436
Numfocus Inc,Austin,TX,454547709,2018,201812,0,1276866,5718,998228,2283419,3433402,2209394,50800,2158594
Numfocus Inc,Austin,TX,454547709,2017,201712,0,1539622,1147,1642014,3182902,2667042,3502059,193583,3308476
Numfocus Inc,Austin,TX,454547709,2016,201612,0,2297823,64,863215,3161507,1593114,2828362,5429,2822933
Numfocus Inc,Austin,TX,454547709,2015,201512,0,621977,72,653018,1283180,566564,890396,344,890052
Numfocus Inc,Austin,TX,454547709,2014,201412,0,45638,177,48793,94688,113740,176465,2793,173672
Numfocus Inc,Austin,TX,454547709,2013,201312,0,99229,63,125109,224401,27568,195267,2543,192724
Numfocus Inc,Austin,TX,454547709,2012,201212,1,4278,8,404,4690,8799,86685,90794,-4109
Oasis Open,Woburn,MA,251720375,2022,202212,0,381148,2885,2816830,3200863,3104246,3189253,1587718,1601535
Oasis Open,Woburn,MA,251720375,2021,202112,0,250800,7164,2614209,2872173,2901175,3076184,1571266,1504918
Oasis Open,Woburn,MA,251720375,2020,202012,0,200000,13841,2658354,2872195,3123861,2523443,1326925,1196518
Oasis Open,Woburn,MA,251720375,2019,201912,0,310000,16745,2854907,3181652,2567191,3139607,1691423,1448184
Oasis Open,Woburn,MA,251720375,2018,201812,0,0,10485,2541510,2551995,2481438,2349980,1516257,833723
Oasis Open,Woburn,MA,251720375,2017,201712,0,0,7154,2440109,2447263,2568429,2136077,1372911,763166
Oasis Open,Woburn,MA,251720375,2016,201612,0,0,6915,2778129,2785044,2703290,2486275,1601943,884332
Oasis Open,Woburn,MA,251720375,2015,201512,0,0,6080,2703935,2710015,2446908,2126512,1323934,802578
Oasis Open,Woburn,MA,251720375,2014,201412,0,0,4937,2297287,2302224,2221225,1842140,1302669,539471
Oasis Open,Woburn,MA,251720375,2013,201312,0,0,6830,2314847,2321677,2507199,1685515,1227043,458472
Oasis Open,Woburn,MA,251720375,2012,201212,0,0,8209,2425469,2455678,2524627,1973719,1329725,643994
Oasis Open,Woburn,MA,251720375,2011,201112,0,0,10749,2456997,2467746,2505836,2136458,1423515,712943
Opencollective Foundation,Covina,CA,814004928,2022,202212,0,27361647,0,0,27447708,18312835,14256805,359720,13897085
Opencollective Foundation,Covina,CA,814004928,2021,202112,0,8804384,0,332000,9335614,6815930,4802160,39948,4762212
Opencollective Foundation,Covina,CA,814004928,2020,202012,0,4707111,0,135697,4842808,2635322,2373737,131209,2242528
Opencollective Foundation,Covina,CA,814004928,2019,201912,0,304269,0,15239,319508,239034,102750,20035,82715
Opencollective Foundation,Covina,CA,814004928,2018,201812,1,464,0,1868,2332,91,31231,28990,2241
Opencollective Foundation,Covina,CA,814004928,2017,201712,1,0,0,0,0,0,1,0,0
Open Education Global Incorporated,Concord,MA,10908761,2022,202206,0,1292721,0,52400,1345121,1627490,2302674,337394,1965280
Open Education Global Incorporated,Concord,MA,10908761,2021,202106,0,2098564,15,16166,2114745,969172,2379478,131829,2247649
Open Education Global Incorporated,Concord,MA,10908761,2020,202006,0,422792,25,113077,535894,905443,1167042,64966,1102076
Open Education Global Incorporated,Concord,MA,10908761,2019,201906,0,1185652,25,220018,1405695,701917,1554066,82441,1471625
Open Education Global Incorporated,Concord,MA,10908761,2018,201806,0,331318,205,184750,516273,831900,1035363,267516,767847
Open Education Global Incorporated,Concord,MA,10908761,2017,201706,0,1495882,157,152665,1648704,710053,1207196,123722,1083474
Open Education Global Incorporated,Concord,MA,10908761,2016,201606,0,215546,109,600969,816624,746694,290175,145352,144823
Open Education Global Incorporated,Concord,MA,10908761,2015,201506,0,337945,161,15041,353147,661204,540431,465538,74893
Open Education Global Incorporated,Concord,MA,10908761,2014,201406,0,573272,178,0,573450,611241,500415,117465,382950
Open Education Global Incorporated,Concord,MA,10908761,2013,201306,0,685269,353,0,685622,707366,532953,112212,420741
Open Education Global Incorporated,Concord,MA,10908761,2012,201206,0,803920,1099,0,805019,923430,701714,259229,442485
Open Education Global Incorporated,Concord,MA,10908761,2011,201106,0,732193,0,0,732193,827480,788410,227514,560896
Open Information Security Foundation Inc,Lafayette,IN,263316567,2022,202212,0,1164370,4896,352117,1521763,1263675,1345059,4129,1340930
Open Information Security Foundation Inc,Lafayette,IN,263316567,2021,202112,0,1160763,0,154101,1315119,1273891,1085627,2785,1082842
Open Information Security Foundation Inc,Lafayette,IN,263316567,2020,202012,0,975934,0,169161,1145095,948821,1045710,4096,1041614
Open Information Security Foundation Inc,Lafayette,IN,263316567,2019,201912,0,16,0,1415171,1415187,1034228,850855,5515,845340
Open Information Security Foundation Inc,Lafayette,IN,263316567,2018,201812,0,255121,0,559554,814675,718403,464446,65,464381
Open Information Security Foundation Inc,Lafayette,IN,263316567,2017,201712,0,635241,0,0,635241,557945,374387,6278,368109
Open Information Security Foundation Inc,Lafayette,IN,263316567,2016,201612,0,630408,0,0,630408,521571,301579,10766,290813
Open Information Security Foundation Inc,Lafayette,IN,263316567,2015,201512,0,621278,0,0,621278,448641,182534,558,181976
Open Information Security Foundation Inc,Lafayette,IN,263316567,2014,201412,0,91800,0,0,91800,90072,9339,0,9339
Open Information Security Foundation Inc,Lafayette,IN,263316567,2013,201312,0,214225,0,0,214225,253605,9711,2100,7611
Open Information Security Foundation Inc,Lafayette,IN,263316567,2012,201212,0,260000,0,0,260000,270691,48591,1600,46991
Olpc Inc,Miami,FL,464736052,2022,202212,0,39280,0,0,69737,115250,5476123,5561735,-85612
Olpc Inc,Miami,FL,464736052,2020,202012,0,43031,0,0,45629,131220,3816054,3787398,28656
Olpc Inc,Miami,FL,464736052,2019,201912,0,46745,0,0,87354,155785,3881723,3761276,120447
Olpc Inc,Miami,FL,464736052,2018,201812,0,88105,0,0,307544,340185,4064878,3876000,188878
Olpc Inc,Miami,FL,464736052,2017,201712,0,67159,5311,0,142140,416523,5085338,4863819,221519
Olpc Inc,Miami,FL,464736052,2016,201612,0,62488,28350,0,776000,731516,5588821,5092919,495902
Olpc Inc,Miami,FL,464736052,2015,201512,0,89697,481928,0,2147984,1244917,13174913,12723495,451418
Olpc Inc,Miami,FL,464736052,2014,201412,0,15435,0,0,397176,848825,4579846,5031495,-451649
Open Molecular Software Foundation,Davis,CA,862536664,2022,202212,0,1455202,0,99930,1555132,1191367,2099223,1217175,882048
Open Molecular Software Foundation,Davis,CA,862536664,2021,202112,0,674623,0,0,674623,156340,1172985,654702,518283
Open Compute Project Foundation,Austin,TX,453630872,2022,202212,0,0,582,10211980,10212562,8784129,6785763,6283,6779480
Open Compute Project Foundation,Austin,TX,453630872,2021,202112,0,234346,439,6894973,7132647,5429905,5357330,6283,5351047
Open Compute Project Foundation,Austin,TX,453630872,2020,202012,0,0,4226,4773180,4777406,8024120,3652211,5323,3646888
Open Compute Project Foundation,Austin,TX,453630872,2019,201912,0,100000,45588,8826962,8972550,8032123,6895068,1466,6893602
Open Compute Project Foundation,Austin,TX,453630872,2018,201812,0,2608250,19485,5429295,8057030,6607409,6121130,157728,5963402
Open Compute Project Foundation,Austin,TX,453630872,2017,201712,0,2409250,21,4510362,6919633,5015706,4512502,-1279,4513781
Open Compute Project Foundation,Austin,TX,453630872,2016,201612,0,1823000,18,3713381,5536399,3726272,2622892,13038,2609854
Open Compute Project Foundation,Austin,TX,453630872,2015,201512,0,1610000,15,2408906,4018921,4237833,808868,9141,799727
Open Compute Project Foundation,Austin,TX,453630872,2014,201412,0,1000000,15,1811772,2811787,4154432,1087552,68913,1018639
Open Compute Project Foundation,Austin,TX,453630872,2013,201312,0,600000,14,1734195,2334209,1866822,2366294,5010,2361284
Open Compute Project Foundation,Austin,TX,453630872,2012,201212,0,850000,3,1316095,2166098,622201,1893897,0,1893897
Open Connectivity Foundation Inc,Beaverton,OR,471709705,2022,202212,0,0,4316,300786,305102,374668,499270,85366,413904
Open Connectivity Foundation Inc,Beaverton,OR,471709705,2021,202112,0,0,808,914205,915013,993618,752890,266287,486603
Open Connectivity Foundation Inc,Beaverton,OR,471709705,2020,202012,0,0,13093,1495604,1508697,1615373,1161430,595607,565823
Open Connectivity Foundation Inc,Beaverton,OR,471709705,2019,201912,0,0,22199,3428678,3450877,2958019,1783695,1110510,673185
Open Connectivity Foundation Inc,Beaverton,OR,471709705,2018,201812,0,0,13983,4279272,4293255,4261741,2252986,2072659,180327
Open Connectivity Foundation Inc,Beaverton,OR,471709705,2017,201712,0,0,7902,4248802,4256704,4768780,2246653,2097840,148813
Open Connectivity Foundation Inc,Beaverton,OR,471709705,2016,201612,0,270000,5675,2251139,2526814,3924128,3155470,2494581,660889
Open Connectivity Foundation Inc,Beaverton,OR,471709705,2015,201512,0,1358375,1400,2576924,3936739,2141474,3388247,1374595,2013652
Open Connectivity Foundation Inc,Beaverton,OR,471709705,2014,201412,0,0,0,542315,542315,323928,1737811,1519424,218387
Openid Foundation,San Ramon,CA,260447503,2022,202212,0,135000,2378,1687074,1824452,1198316,1881440,0,1881440
Openid Foundation,San Ramon,CA,260447503,2021,202112,0,0,3,1720690,1720693,871970,1255304,0,1255304
Openid Foundation,San Ramon,CA,260447503,2020,202012,0,0,9,655900,655909,1103975,431689,0,431689
Openid Foundation,San Ramon,CA,260447503,2019,201912,0,0,71,744191,744262,1131559,879755,0,879755
Openid Foundation,San Ramon,CA,260447503,2018,201812,0,0,40,448125,448165,480633,1313552,50641,1262911
Openid Foundation,San Ramon,CA,260447503,2018,201803,0,0,10,582589,582599,507204,1313067,3086,1309981
Openid Foundation,San Ramon,CA,260447503,2017,201703,0,0,10,680372,680382,338270,1234586,0,1234586
Openid Foundation,San Ramon,CA,260447503,2016,201603,0,0,10,769293,769303,414768,910216,17742,892474
Openid Foundation,San Ramon,CA,260447503,2015,201503,0,0,10,407933,407943,326123,537939,0,537939
Openid Foundation,San Ramon,CA,260447503,2014,201403,0,0,10,403750,403760,291649,456119,0,456119
Openid Foundation,San Ramon,CA,260447503,2013,201303,0,0,10,478457,478467,304938,344008,0,344008
Openjs Foundation,San Francisco,CA,471491876,2017,201712,0,0,0,2076676,2076676,1670682,1694315,651267,1043048
Open Source Robotics Foundation Inc,San Jose,CA,455230545,2022,202212,0,561911,524,2146775,6015244,4283282,4433714,190766,4242948
Open Source Robotics Foundation Inc,San Jose,CA,455230545,2021,202112,0,630407,0,4914690,6051866,5520511,3415882,771690,2644192
Open Source Robotics Foundation Inc,San Jose,CA,455230545,2020,202012,0,758872,0,4099323,5144714,5192510,3291564,1286538,2005026
Open Source Robotics Foundation Inc,San Jose,CA,455230545,2019,201912,0,348192,0,4423442,5552907,5448705,2653353,525108,2128245
Open Source Robotics Foundation Inc,San Jose,CA,455230545,2018,201812,0,653982,497,2526945,3722676,3330558,2469331,537046,1932285
Open Source Robotics Foundation Inc,San Jose,CA,455230545,2017,201712,0,1756699,1842,1689353,3886434,3562169,1788624,371060,1417564
Open Source Robotics Foundation Inc,San Jose,CA,455230545,2016,201612,0,2662248,30,1374618,4356355,4235898,1274434,232216,1042218
Open Source Robotics Foundation Inc,San Jose,CA,455230545,2015,201512,0,1178141,36,3071264,4557030,4306433,1359294,415010,944284
Open Source Robotics Foundation Inc,San Jose,CA,455230545,2014,201412,0,945895,32,2329394,3380991,3941560,1125276,431589,693687
Open Source Robotics Foundation Inc,San Jose,CA,"ERROR: flatten_filing_common([""Open Source Robotics Foundation Inc"", ""San Jose"", ""CA""]) formtype 2) not supported.",,,,,,,,,,,
Openstack Foundation,Austin,TX,460618689,2022,202212,0,5325000,437,1259101,6626438,5969445,2478510,394030,2084480
Openstack Foundation,Austin,TX,460618689,2021,202112,0,5559284,383,81619,5670036,5073049,1805457,377970,1427487
Openstack Foundation,Austin,TX,460618689,2020,202012,0,6140492,572,225141,6385149,5952049,2819414,1988914,830500
Openstack Foundation,Austin,TX,460618689,2019,201912,0,6835827,666,3804222,10667333,10161613,1144882,747482,397400
Openstack Foundation,Austin,TX,460618689,2018,201812,0,7194162,1268,5742073,13648575,14841637,1594064,1702386,-108322
Openstack Foundation,Austin,TX,460618689,2016,201612,0,0,3735,22208911,22829442,29047402,6401054,6767255,-366201
Openstack Foundation,Austin,TX,460618689,2015,201512,0,0,4328,21824961,21844719,21140955,9226930,3375171,5851759
Openstack Foundation,Austin,TX,460618689,2014,201412,0,0,4349,17791132,17795481,15751035,11713804,6046529,5667275
Openstack Foundation,Austin,TX,460618689,2013,201312,0,0,5434,11500109,11510769,9196201,6678300,3122690,3555610
Open Source Collective,Covina,CA,822037583,2022,202212,0,11205545,101115,963810,12270470,8407108,11190799,564682,10626117
Open Source Collective,Covina,CA,822037583,2021,202112,0,7666214,893,787588,8454695,5231718,7226983,464228,6762755
Open Source Collective,Covina,CA,822037583,2020,202012,0,5037524,0,244865,5282389,3385064,4264427,775715,3488712
Open Source Collective,Covina,CA,822037583,2019,201912,0,3514010,0,168256,3682266,2167654,2475443,884056,1591387
Open Source Collective,Covina,CA,822037583,2018,201812,0,622725,0,78772,701497,633302,843484,766709,76775
Open Source Collective,Covina,CA,822037583,2017,201712,1,0,0,25840,25840,17260,8580,0,8580
Open Source Election Technology Institute,Portland,OR,208743186,2022,202212,0,567464,0,0,571710,1087276,91921,90000,1921
Open Source Election Technology Institute,Portland,OR,208743186,2021,202112,0,1186997,0,0,1220538,597732,607387,89900,517487
Open Source Election Technology Institute,Portland,OR,208743186,2020,202012,0,216902,0,0,216902,313873,18122,123441,-105319
Open Source Election Technology Institute,Portland,OR,208743186,2019,201912,0,221662,0,0,222002,224020,1652,10000,-8348
Open Source Election Technology Institute,Portland,OR,208743186,2018,201812,1,157775,0,0,161247,164461,3670,10000,-6330
Open Source Election Technology Institute,Portland,OR,208743186,2017,201712,1,47600,0,0,56299,71807,6884,10000,-3116
Open Source Election Technology Institute,Portland,OR,208743186,2016,201612,0,368332,0,0,371486,375158,12392,0,12392
Open Source Election Technology Institute,Portland,OR,208743186,2015,201512,0,255000,0,0,265045,296649,16064,0,16064
Open Source Election Technology Institute,Portland,OR,208743186,2014,201412,0,466543,0,0,466543,546546,47668,0,47668
Open Source Election Technology Institute,Portland,OR,208743186,2013,201312,0,298379,0,0,298379,173524,127671,0,127671
Open Source Election Technology Institute,Portland,OR,208743186,2012,201212,0,235550,0,0,235550,255738,2816,0,2816
Open Source Election Technology Institute,Portland,OR,208743186,2011,201112,0,136725,0,0,136725,148157,23004,0,23004
Open Source Election Technology Institute,Portland,OR,208743186,2010,201012,0,394700,0,0,394700,454063,34436,0,34436
Open Source Geospatial Foundation,Beaverton,OR,721613215,2022,202212,0,27990,0,0,27990,111031,255486,0,255486
Open Source Geospatial Foundation,Beaverton,OR,721613215,2021,202112,0,156876,0,0,156876,41123,338527,0,338527
Open Source Geospatial Foundation,Beaverton,OR,721613215,2020,202012,0,9172,0,0,9172,154746,222774,0,222774
Open Source Geospatial Foundation,Beaverton,OR,721613215,2019,201912,0,26116,0,0,26116,103253,368348,0,368348
Open Source Geospatial Foundation,Beaverton,OR,721613215,2018,201812,0,209082,0,0,209082,168396,445485,0,445485
Open Source Geospatial Foundation,Beaverton,OR,721613215,2017,201712,0,248316,0,0,248316,148265,404799,0,404799
Open Source Geospatial Foundation,Beaverton,OR,721613215,2016,201612,0,5276,0,10377,15653,75199,330591,0,330591
Open Source Geospatial Foundation,Beaverton,OR,721613215,2015,201512,0,3000,0,234263,237263,90541,447598,0,447598
Open Source Geospatial Foundation,Beaverton,OR,721613215,2014,201412,1,63876,0,319,64875,29084,306681,0,306681
Open Source Geospatial Foundation,Beaverton,OR,721613215,2013,201312,1,16315,0,164258,180573,60709,272212,1322,270890
Open Source Geospatial Foundation,Beaverton,OR,721613215,2012,201212,1,47008,0,38177,85978,26362,151579,553,151026
Open Source Geospatial Foundation,Beaverton,OR,721613215,2011,201112,1,41219,0,113507,154726,151681,89251,0,89251
Open Source Initiative,W Hollywood,CA,912037395,2022,202212,0,739259,387,0,739664,490111,770719,148470,622249
Open Source Initiative,W Hollywood,CA,912037395,2021,202112,0,325146,123,0,326481,406576,533392,150000,383392
Open Source Initiative,W Hollywood,CA,912037395,2020,202012,0,340557,57,3314,343964,252400,586633,172025,414608
Open Source Initiative,W Hollywood,CA,912037395,2019,201912,0,530072,66,0,530220,486957,323044,0,323044
Open Source Initiative,W Hollywood,CA,912037395,2018,201812,0,555458,66,0,555610,360561,279846,65,279781
Open Source Initiative,W Hollywood,CA,912037395,2017,201712,0,186831,58,22025,209500,187884,84732,0,84732
Open Source Initiative,W Hollywood,CA,912037395,2016,201612,1,171270,13,0,183072,160406,60647,2769,57878
Open Source Initiative,W Hollywood,CA,912037395,2015,201512,1,139107,16,0,151741,160207,38058,2473,35585
Open Source Initiative,W Hollywood,CA,912037395,2014,201412,1,117035,49,0,117084,170284,58236,404,57832
Open Source Initiative,W Hollywood,CA,912037395,2012,201212,1,27357,50,0,33981,25765,79869,0,79869
Open Source Initiative,W Hollywood,CA,912037395,2011,201112,1,29728,696,0,30424,6266,71673,0,71673
Participatory Culture Foundation,Boston,MA,202630593,2022,202212,0,2804,12048,1406033,1420885,1849193,887241,718825,168416
Participatory Culture Foundation,Boston,MA,202630593,2021,202112,0,151110,10939,1548843,1710892,1783810,1418302,821578,596724
Participatory Culture Foundation,Boston,MA,202630593,2020,202012,0,4154,228,2348850,2603232,1807783,1526228,856586,669642
Participatory Culture Foundation,Boston,MA,202630593,2019,201912,0,4298,258,1400284,2004840,1836565,815910,941717,-125807
Participatory Culture Foundation,Boston,MA,202630593,2018,201812,0,3630,164,2375771,2379565,2177603,1260896,1554978,-294082
Participatory Culture Foundation,Boston,MA,202630593,2017,201712,0,23641,106,2360623,2385178,2135427,1079626,1575670,-496044
Participatory Culture Foundation,Boston,MA,202630593,2016,201612,0,5668,46,2327106,2334977,2007377,885818,1631613,-745795
Participatory Culture Foundation,Boston,MA,202630593,2015,201512,0,11488,0,1521709,1541496,1355342,441977,1515372,-1073395
Participatory Culture Foundation,Boston,MA,202630593,2014,201412,0,20720,0,915837,976492,1081445,305464,1565013,-1259549
Participatory Culture Foundation,Boston,MA,202630593,2013,201312,0,49164,0,851861,940492,1283401,353860,1508456,-1154596
Participatory Culture Foundation,Boston,MA,202630593,2012,201212,0,122110,0,670640,944161,1751486,349636,1161323,-811687
Participatory Culture Foundation,Boston,MA,202630593,2011,201112,0,944318,0,0,1178957,1353451,440173,444535,-4362
Yet Another Society,Covina,CA,383536536,2022,202212,0,68847,106,7548,76501,137809,342665,0,342665
Yet Another Society,Covina,CA,383536536,2021,202112,0,63200,170,7510,70880,107471,403536,0,403536
Yet Another Society,Covina,CA,383536536,2020,202012,0,69828,286,12909,83023,104323,440127,0,440127
Yet Another Society,Covina,CA,383536536,2019,201912,0,132364,370,32934,165668,169041,461428,0,461428
Yet Another Society,Covina,CA,383536536,2018,201812,0,149330,433,35338,185101,241462,464800,0,464800
Yet Another Society,Covina,CA,383536536,2017,201712,0,263876,376,41721,305973,222754,521161,0,521161
Yet Another Society,Covina,CA,383536536,2016,201612,0,270517,334,52422,323273,213589,437942,0,437942
Yet Another Society,Covina,CA,383536536,2015,201512,0,194539,383,67323,262255,267745,328258,0,328258
Yet Another Society,Covina,CA,383536536,2014,201412,0,224479,404,75569,300507,228413,333748,0,333748
Yet Another Society,Covina,CA,383536536,2013,201312,0,40147,795,133026,179829,225687,261654,0,261654
Yet Another Society,Covina,CA,383536536,2012,201212,0,260931,351,38450,309168,224304,307189,-323,307512
Yet Another Society,Covina,CA,383536536,2011,201112,1,90764,73,22442,123118,81228,221245,0,221245
Plone Foundation,Fishers,IN,562468025,2021,202112,0,3471,266,81045,84782,42958,3250613,0,3250613
Plone Foundation,Fishers,IN,562468025,2020,202012,0,2670,579,55829,59078,31245,3208789,0,3208789
Plone Foundation,Fishers,IN,562468025,2019,201912,0,7713,577,30671,38961,58889,3180956,0,3180956
Plone Foundation,Fishers,IN,562468025,2018,201812,0,6870,575,47061,54506,36987,3200884,0,3200884
Plone Foundation,Fishers,IN,562468025,2017,201712,0,7370,572,50256,58198,61396,3183365,0,3183365
Plone Foundation,Fishers,IN,562468025,2016,201612,0,8883,570,98620,108073,83305,3186563,0,3186563
Plone Foundation,Fishers,IN,562468025,2014,201412,0,11213,534,45917,57664,55654,3153706,0,3153706
Plone Foundation,Fishers,IN,562468025,2013,201312,0,14397,511,21479,36387,35334,3151696,0,3151696
Plone Foundation,Fishers,IN,562468025,2012,201212,0,16015,591,15093,31699,22732,3150643,0,3150643
Plone Foundation,Fishers,IN,562468025,2011,201112,0,135224,1128,36015,172367,145213,3141676,0,3141676
United States Postgresql Association,Beaverton,OR,262194507,2022,202212,0,158396,37518,41805,250319,340657,1225218,13323,1211895
United States Postgresql Association,Beaverton,OR,262194507,2021,202112,0,88091,25161,26200,164911,211733,1561071,15513,1545558
United States Postgresql Association,Beaverton,OR,262194507,2020,202012,0,328100,42992,8165,379351,61038,1569940,3959,1565981
United States Postgresql Association,Beaverton,OR,262194507,2019,201912,0,1263967,14523,43725,1322261,191499,1197167,3467,1193700
United States Postgresql Association,Beaverton,OR,262194507,2018,201812,0,182405,0,77398,259803,302923,62938,0,62938
United States Postgresql Association,Beaverton,OR,262194507,2017,201712,0,339893,0,193144,533037,510441,106058,0,106058
United States Postgresql Association,Beaverton,OR,262194507,2016,201612,0,173503,0,110434,283937,271500,83462,0,83462
United States Postgresql Association,Beaverton,OR,262194507,2015,201512,1,89046,0,82005,171051,185576,71025,0,71025
United States Postgresql Association,Beaverton,OR,262194507,2014,201412,1,128870,0,58540,187410,131229,85550,0,85550
United States Postgresql Association,Beaverton,OR,262194507,2013,201312,1,25356,0,0,25356,27242,29369,0,29369
United States Postgresql Association,Beaverton,OR,262194507,2012,201212,1,2460,0,0,2460,4514,31255,0,31255
United States Postgresql Association,Beaverton,OR,262194507,2011,201112,1,575,0,150,725,6016,33309,0,33309
Python Software Foundation,Beaverton,OR,43594598,2022,202212,0,1805386,5403,2006905,3856030,3441034,5766003,972699,4793304
Python Software Foundation,Beaverton,OR,43594598,2021,202112,0,1281542,3295,1015537,2311080,1682499,4902663,491446,4411217
Python Software Foundation,Beaverton,OR,43594598,2020,202012,0,2000097,21518,118091,2176341,1790102,4134398,351762,3782636
Python Software Foundation,Beaverton,OR,43594598,2019,201912,0,2490300,36001,1924797,4464296,3615111,4710283,1312886,3397397
Python Software Foundation,Beaverton,OR,43594598,2018,201812,0,1442760,4361,1671461,3101422,2822126,3518885,977631,2541254
Python Software Foundation,Beaverton,OR,43594598,2017,201712,0,644252,840,2236273,2870521,2475335,3289518,1028600,2260918
Python Software Foundation,Beaverton,OR,43594598,2016,201612,0,312500,699,2118969,2432354,2192601,2500606,634874,1865732
Python Software Foundation,Beaverton,OR,43594598,2015,201512,0,308105,263,2075947,2384889,1865971,2082438,456460,1625978
Python Software Foundation,Beaverton,OR,43594598,2014,201412,0,215701,396,1741543,1958053,1773852,2017619,910558,1107061
Python Software Foundation,Beaverton,OR,43594598,2013,201312,0,235650,727,1937261,2175201,1836088,1684281,761421,922860
Python Software Foundation,Beaverton,OR,43594598,2012,201212,0,159056,1288,1439755,1602434,1409872,1381758,798011,583747
Python Software Foundation,Beaverton,OR,43594598,2011,201112,0,157615,1249,804412,965586,802101,851682,460498,391184
Rails Foundation,Wilmington,DE,882382127,2022,202212,0,900000,0,0,900000,30721,893879,24600,869279
Raspberry Pi Foundation North America Inc,San Francisco,CA,815480308,2022,202212,0,919403,0,0,919403,783128,206184,61404,144780
Raspberry Pi Foundation North America Inc,San Francisco,CA,815480308,2021,202112,0,634540,0,0,634540,687470,86789,78284,8505
Raspberry Pi Foundation North America Inc,San Francisco,CA,815480308,2020,202012,0,611328,0,0,611328,590914,163873,102438,61435
Raspberry Pi Foundation North America Inc,San Francisco,CA,815480308,2019,201912,0,946966,0,0,946966,975258,86518,45497,41021
Raspberry Pi Foundation North America Inc,San Francisco,CA,815480308,2018,201812,0,962330,0,0,962330,915267,75970,6657,69313
Raspberry Pi Foundation North America Inc,San Francisco,CA,815480308,2017,201712,0,562025,0,0,562025,539775,25657,3407,22250
Ruby Central Inc,West Hollywood,CA,300040446,2021,202112,0,79115,0,1462544,1541659,1300301,554939,61193,493746
Ruby Central Inc,West Hollywood,CA,300040446,2020,202012,0,334530,0,0,334530,566049,342497,90107,252390
Ruby Central Inc,West Hollywood,CA,300040446,2019,201912,0,0,0,1820459,1820459,1652314,490098,6189,483909
Ruby Central Inc,West Hollywood,CA,300040446,2018,201812,0,1126,0,1656792,1657918,1738457,319560,3796,315764
Ruby Central Inc,West Hollywood,CA,300040446,2017,201712,0,5000,0,1482963,1487963,1514311,398326,2023,396303
Ruby Central Inc,West Hollywood,CA,300040446,2016,201612,0,0,0,1312038,1312038,1440715,428469,5818,422651
Ruby Central Inc,West Hollywood,CA,300040446,2015,201512,0,0,0,1475388,1475388,1439549,556626,5298,551328
Ruby Central Inc,West Hollywood,CA,300040446,2014,201412,0,0,0,1759647,1760667,1760740,519226,3737,515489
Ruby Central Inc,West Hollywood,CA,300040446,2013,201312,0,0,0,1479535,1479535,1349583,515562,0,515562
Ruby Central Inc,West Hollywood,CA,300040446,2012,201212,0,0,0,1256676,1256676,960648,388640,3030,385610
Ruby Central Inc,West Hollywood,CA,300040446,2011,201112,0,0,0,289310,289310,252420,90037,455,89582
Sahana Software Foundation,Covina,CA,270596562,2022,202212,1,0,0,0,0,4544,37483,0,37483
Sahana Software Foundation,Covina,CA,270596562,2021,202112,1,1414,0,0,1414,2301,42027,0,42027
Sahana Software Foundation,Covina,CA,270596562,2020,202012,1,207,0,0,207,19543,42914,0,42914
Sahana Software Foundation,Covina,CA,270596562,2019,201912,1,27926,0,0,27926,41388,62250,0,62250
Sahana Software Foundation,Covina,CA,270596562,2018,201812,1,32991,0,0,32991,82459,76562,850,75712
Sahana Software Foundation,Covina,CA,270596562,2017,201712,1,25658,0,1000,26658,63656,126030,850,125180
Sahana Software Foundation,Covina,CA,270596562,2016,201612,0,83587,0,0,83587,323737,162178,0,162178
Sahana Software Foundation,Covina,CA,270596562,2015,201512,0,466180,0,0,466180,70759,402328,0,402328
Sahana Software Foundation,Covina,CA,270596562,2012,201212,1,15555,0,12013,27583,24916,6907,0,6907
Sahana Software Foundation,Covina,CA,270596562,2011,201112,1,17755,0,5016,22771,24681,4240,0,4240
Linux Expo Of Southern California,New York,NY,300109876,2022,202212,0,398,774,516097,517269,361479,627933,0,627933
Linux Expo Of Southern California,New York,NY,300109876,2021,202112,1,0,0,78802,78802,23536,480657,8514,472143
Linux Expo Of Southern California,New York,NY,300109876,2020,202012,0,308,2092,394591,396991,422775,423582,6705,416877
Linux Expo Of Southern California,New York,NY,300109876,2019,201912,0,222,4840,521290,526352,477697,416385,-26276,442661
Linux Expo Of Southern California,New York,NY,300109876,2018,201812,0,618,1032,623764,625414,601801,395779,1773,394006
Linux Expo Of Southern California,New York,NY,300109876,2017,201712,0,56,650,417197,417903,398519,384587,14194,370393
Linux Expo Of Southern California,New York,NY,300109876,2016,201612,0,0,476,465135,465611,554855,355298,4289,351009
Linux Expo Of Southern California,New York,NY,300109876,2015,201512,0,0,433,612833,613266,420910,450963,10710,440253
Linux Expo Of Southern California,New York,NY,300109876,2014,201412,0,0,396,439616,440012,390531,248655,758,247897
